video_id,manipulation_type,class_label,total_frames,frames_sampled,frames_with_face,face_detection_rate,brightness_mean,brightness_std,brightness_min,brightness_max,optical_flow_mean,optical_flow_std,optical_flow_min,optical_flow_max,ear_mean,ear_std,ear_min,ear_max,landmark_disp_mean,landmark_disp_std,landmark_disp_min,landmark_disp_max,dct_low_mean,dct_low_std,dct_high_mean,dct_high_std,lm_ratio_var,lm_face_asym,lbp_chi_dist
520_542,Face2Face,fake,320.0,64.0,64.0,1.0,107.5181,0.3584,106.8962,108.638,0.5427,0.2574,0.1097,1.2714,0.3106,0.0535,0.1657,0.3901,9.9702,6.9177,2.3305,40.2697,61326.9959,331.2583,1231.5104,23.4061,0.00027649374089266763,0.18821236338461328,0.00448210253856973
522_337,Face2Face,fake,331.0,66.0,66.0,1.0,78.9857,1.2971,76.0348,81.9737,0.3749,0.3492,0.0098,1.6449,0.2578,0.0536,0.1741,0.4568,1.6995,1.3361,0.321,7.313,48356.4519,2068.3168,1363.6801,64.2378,7.929561541368395e-05,0.057999854170788456,0.002653797870286644
529_633,Face2Face,fake,512.0,100.0,100.0,1.0,88.677,1.9871,81.0969,93.8988,0.7041,0.4221,0.1697,2.0185,0.3359,0.0366,0.183,0.3817,6.9141,6.4943,1.1088,33.0375,52578.199,2323.9777,905.6067,50.1895,0.00016987514991492945,0.12321244483225254,0.009581765680902458
542_520,Face2Face,fake,350.0,70.0,70.0,1.0,81.8989,1.1506,80.6106,84.1391,0.3991,0.2627,0.0653,1.0781,0.3616,0.0593,0.1889,0.4716,6.9139,6.4124,1.13,31.8332,54792.2244,528.431,1595.935,15.8023,0.00022078371210193935,0.08830655107420739,0.00322923421342145
550_452,Face2Face,fake,606.0,100.0,100.0,1.0,128.5977,0.1955,128.2667,129.0727,1.1283,0.353,0.0012,1.9952,0.3595,0.0412,0.2574,0.4536,1.3753,1.146,0.0,5.9942,56996.3691,182.7036,2025.3553,29.4239,7.813795537553675e-05,0.07129865998980464,0.0031172269948911142
554_572,Face2Face,fake,347.0,69.0,69.0,1.0,191.1439,0.3181,189.7727,191.4369,0.3677,0.2709,0.0237,1.0253,0.258,0.0444,0.1664,0.4225,5.3386,2.8977,1.285,14.9707,86300.9743,228.5211,1354.0703,31.0795,6.298270210886222e-05,0.05210585100549665,0.0025667814920001006
556_588,Face2Face,fake,544.0,100.0,100.0,1.0,75.4783,0.5515,73.1074,76.5171,0.6971,0.4637,0.1132,2.5797,0.3014,0.0404,0.1758,0.3701,6.0181,4.8158,0.8206,22.2756,45195.77,652.3875,737.1599,34.0171,6.590975155438361e-05,0.15147694779668797,0.004445601690809358
565_589,Face2Face,fake,686.0,100.0,100.0,1.0,103.1572,4.1385,99.9375,113.8651,0.4735,0.5631,0.1134,3.562,0.2711,0.0273,0.1923,0.3294,3.317,1.8924,0.9936,10.4778,65895.4148,3083.5777,1512.0929,39.8946,9.855272616090844e-05,0.04757450681713892,0.006376406799526255
568_628,Face2Face,fake,895.0,100.0,100.0,1.0,115.6111,2.8015,107.4784,117.3127,0.3993,0.1801,0.1465,1.0377,0.2721,0.0317,0.1623,0.32,2.7433,1.4153,0.5071,7.0974,60493.3359,657.5471,1228.7862,44.3031,9.864361250542442e-05,0.04936502911938877,0.004018323899406127
572_554,Face2Face,fake,828.0,100.0,100.0,1.0,85.589,2.531,73.0532,86.6696,0.8457,0.5819,0.0377,4.1174,0.274,0.0483,0.1364,0.3726,10.2506,7.2136,1.237,29.0922,69816.9338,2283.7521,1881.3871,74.05,0.00014210694777844082,0.07792236846286361,0.0049685729800602076
585_599,Face2Face,fake,398.0,79.0,79.0,1.0,82.2276,1.5846,80.1363,85.9938,0.777,0.8845,0.1864,6.9181,0.2257,0.045,0.0947,0.2988,4.9424,2.4353,1.0336,13.3478,60782.9968,2742.0563,1218.6411,113.5732,0.0002382828524814687,0.037936032329146316,0.003613504958356733
588_556,Face2Face,fake,372.0,74.0,74.0,1.0,102.6883,0.3843,101.8383,103.588,0.6726,0.5501,0.0654,3.18,0.3598,0.0474,0.1886,0.4333,6.7412,4.0056,1.6577,18.9381,61240.6478,686.0936,874.1842,24.8687,7.255661981173931e-05,0.19235183514591686,0.0038517509714018705
589_565,Face2Face,fake,430.0,86.0,86.0,1.0,125.4525,1.2376,124.0947,129.14,0.6078,0.5343,0.0603,2.5037,0.3572,0.033,0.2331,0.4301,4.0459,3.7898,0.501,18.0619,62990.2667,880.2967,1687.34,118.8978,7.687308464850855e-05,0.10605135053975352,0.004329670509332236
596_609,Face2Face,fake,489.0,97.0,97.0,1.0,123.1557,0.4058,122.3635,124.1962,0.7074,0.2326,0.3013,1.5378,0.362,0.0224,0.2442,0.4015,2.258,2.0897,0.4716,11.8914,60212.0124,597.4995,1491.8269,49.1347,0.0001493308291165825,0.061536502594388906,0.004517237341042031
598_178,Face2Face,fake,521.0,100.0,100.0,1.0,141.4667,0.1996,141.0098,141.8082,0.246,0.1648,0.0271,0.8118,0.3762,0.0312,0.2987,0.4407,1.4739,0.8015,0.5208,4.3676,92286.4441,192.9947,1436.4717,22.0363,0.00019962999486784617,0.11893537129893188,0.005064610515203038
599_585,Face2Face,fake,359.0,71.0,71.0,1.0,64.7521,1.6133,61.0606,68.6477,1.4138,0.7574,0.2558,3.1964,0.2462,0.0322,0.1562,0.3246,10.7319,7.9129,2.1857,36.7452,38422.7804,1520.7077,1761.0498,132.5136,9.621947196524425e-05,0.08058570597431468,0.003889742681132221
607_683,Face2Face,fake,302.0,60.0,60.0,1.0,113.5424,1.0694,111.7429,115.5678,0.5714,0.247,0.2029,1.3236,0.297,0.0581,0.1675,0.3643,16.3007,6.9895,5.8194,38.2983,58456.409,623.9537,963.1295,47.4323,0.0002713271693473869,0.1463851370810752,0.002782805727289805
609_596,Face2Face,fake,557.0,100.0,100.0,1.0,98.4471,11.4885,78.7212,115.387,2.6302,1.8704,0.1982,6.9765,0.3308,0.0399,0.2185,0.3976,3.7491,2.4553,0.6517,11.0878,63709.4491,6940.5438,1552.5723,65.8085,0.00015865075508802334,0.07476301648359872,0.0026467196505120523
611_760,Face2Face,fake,306.0,61.0,61.0,1.0,153.9723,1.4007,150.5181,155.4474,0.3255,0.1399,0.0771,0.642,0.2871,0.0274,0.2231,0.3428,2.2187,1.381,0.5988,8.0025,86758.9429,654.2198,1068.5227,56.7475,0.0003025851364250275,0.048607139811669454,0.00855861618743253
614_616,Face2Face,fake,663.0,100.0,100.0,1.0,87.6148,2.2044,79.7865,90.7877,0.5058,0.4498,0.2087,4.2329,0.2786,0.0267,0.188,0.3374,2.6718,2.4777,0.3956,15.4009,68248.2872,1372.6426,1712.5169,95.1185,9.276765521586778e-05,0.07683966251720444,0.0031156474412366735
615_687,Face2Face,fake,469.0,93.0,93.0,1.0,156.4378,1.2349,153.3473,160.4235,0.574,0.3271,0.2209,2.4242,0.3476,0.0317,0.2412,0.3937,5.2541,3.0261,0.973,15.2209,80834.3422,1456.7703,1596.5838,82.0265,0.00021037698260325705,0.08383928604061597,0.002852695862293918
616_614,Face2Face,fake,507.0,100.0,100.0,1.0,82.5402,2.1933,75.7127,88.8461,0.9167,0.8949,0.0591,6.0154,0.2544,0.0229,0.2027,0.3062,4.0211,2.8805,0.6739,13.7382,61901.4847,1087.3534,1337.5394,84.3857,9.678674442300038e-05,0.11194528426848746,0.0030257156139019362
623_630,Face2Face,fake,423.0,84.0,84.0,1.0,72.4161,1.2759,68.5189,75.2505,0.4596,0.24,0.1615,1.3532,0.3972,0.024,0.3453,0.4535,2.409,1.6824,0.3895,12.1088,51950.0399,1445.3018,1937.9737,129.7846,0.0001237233918291961,0.0933829995512477,0.006802745891581923
628_568,Face2Face,fake,570.0,100.0,100.0,1.0,71.237,0.2517,70.5245,71.7696,1.2432,0.3284,0.7431,2.2878,0.3304,0.0269,0.2453,0.3893,3.5786,2.7866,0.5477,13.3359,37198.7107,261.7866,1124.1016,42.2305,2.3903922859065792e-05,0.2346832211538275,0.004926795594805612
630_623,Face2Face,fake,352.0,70.0,70.0,1.0,74.2796,5.4887,66.3943,84.1382,1.939,1.6868,0.053,6.4115,0.302,0.0306,0.228,0.366,2.2575,1.2616,0.7814,6.5948,42491.633,7976.4113,1338.0086,137.065,0.00010045834495275721,0.05817594636006118,0.002348481812597457
633_529,Face2Face,fake,335.0,67.0,67.0,1.0,105.767,1.0033,103.7617,108.0853,0.8655,0.4327,0.2062,2.2707,0.3453,0.0557,0.2031,0.423,7.0454,5.3989,1.667,28.3928,66602.5574,688.9053,1289.5527,43.1135,0.0002540912477140397,0.13365685379412628,0.0042247024470818675
635_642,Face2Face,fake,573.0,100.0,100.0,1.0,101.9455,0.1797,101.6281,102.4726,0.3815,0.1449,0.1651,0.8748,0.2664,0.0352,0.1595,0.337,3.2984,2.2886,0.8561,14.0509,55443.508,277.786,2102.5242,38.3479,5.843141001372793e-05,0.11057044798627587,0.0036468999155984394
642_635,Face2Face,fake,764.0,100.0,100.0,1.0,151.2582,12.1893,131.0487,166.1399,1.8239,0.7045,0.5983,3.4615,0.3687,0.0261,0.3073,0.436,3.3637,2.6754,0.6049,13.8145,61313.2108,1554.0022,909.3354,69.4381,0.00018872378851570847,0.06692693131120263,0.004385830937510409
644_657,Face2Face,fake,546.0,100.0,100.0,1.0,91.3546,0.8169,89.6128,92.9333,1.0348,0.4201,0.2591,3.1343,0.3098,0.0358,0.2134,0.3836,4.5294,3.3709,0.9511,20.2941,52901.7211,824.0954,1595.0099,80.6609,0.00020466329617061972,0.15792146958779568,0.0030268545438956384
645_688,Face2Face,fake,571.0,100.0,100.0,1.0,74.7141,2.2727,69.959,79.2954,1.6543,0.5864,0.4322,3.8224,0.2986,0.065,0.1238,0.3731,16.4255,12.6235,2.1369,85.0715,50934.5596,1550.927,1332.768,68.2016,0.00012744401798922485,0.11253391219153881,0.0050827298180883985
648_654,Face2Face,fake,410.0,82.0,82.0,1.0,72.7041,2.0035,64.1215,73.6178,0.4704,0.5789,0.1831,3.5653,0.3106,0.0272,0.2359,0.3844,2.8851,2.1132,0.5132,10.3975,54970.1925,1975.5982,1615.355,103.9519,0.00013530616901252172,0.1117100409125035,0.0029859212361399313
649_816,Face2Face,fake,411.0,82.0,82.0,1.0,96.9026,0.164,96.5977,97.2946,0.3075,0.2246,0.0564,1.405,0.2923,0.0408,0.1824,0.3442,4.1639,2.5758,0.8568,12.6694,58602.3335,125.024,1174.0885,32.8858,0.00031376910604513945,0.07988182871236595,0.0027803948401579114
651_835,Face2Face,fake,426.0,85.0,85.0,1.0,81.9903,0.4335,80.973,83.2045,1.5012,0.5363,0.5792,3.0883,0.305,0.0563,0.1727,0.4174,11.5557,8.1884,2.2187,38.4521,53344.0634,450.202,1891.6202,71.9808,0.0001410220273060325,0.27368969410499144,0.00303268141898862
654_648,Face2Face,fake,471.0,94.0,94.0,1.0,35.9656,0.2289,35.6161,36.6729,0.3045,0.1231,0.1401,0.9432,0.3018,0.0437,0.2006,0.3907,2.3463,2.1863,0.4473,14.685,32039.3729,311.1034,1200.7011,51.0499,5.5017488478561106e-05,0.06311827400159205,0.014290086476219179
657_644,Face2Face,fake,413.0,82.0,82.0,1.0,130.8602,10.1969,112.1746,141.9253,1.9537,0.8442,0.6409,4.8359,0.3024,0.0384,0.1701,0.3684,7.0076,5.5446,0.9614,27.5458,55148.3281,4550.8588,906.4283,52.4743,8.288829107544329e-05,0.13842910763191227,0.0025833537680797197
661_670,Face2Face,fake,481.0,96.0,96.0,1.0,115.591,5.7098,106.9589,127.1907,1.5651,1.0956,0.3053,6.5417,0.2341,0.0288,0.148,0.3113,5.5163,3.4773,0.8334,19.9923,69802.4792,1876.8791,1880.2952,96.5184,5.677920584935704e-05,0.06588692201559637,0.004687822762963095
664_668,Face2Face,fake,398.0,79.0,79.0,1.0,74.6922,3.9794,69.75,81.181,0.7849,0.412,0.0859,2.1501,0.304,0.0396,0.1819,0.3701,7.2036,4.3039,0.7849,20.1938,69468.5856,3702.1473,1642.004,111.379,0.00012774116827430195,0.1293775858253959,0.0032909299325030246
665_679,Face2Face,fake,416.0,83.0,83.0,1.0,139.8626,0.299,139.3542,140.4213,0.1813,0.11,0.0507,0.55,0.2992,0.034,0.1774,0.3703,2.3908,1.8857,0.7443,10.6246,78857.7354,203.2307,1408.3161,19.3552,0.00010288767125617581,0.06515572808270723,0.0037214916163724695
668_664,Face2Face,fake,293.0,58.0,58.0,1.0,63.751,0.7722,62.434,66.6088,0.8566,0.3591,0.338,2.5675,0.2883,0.0437,0.1795,0.3505,3.7886,2.7461,0.5644,11.9471,43563.5036,639.0048,802.1663,68.3221,0.00030224670069451824,0.06709165200042226,0.0016976855579316004
670_661,Face2Face,fake,513.0,100.0,100.0,1.0,114.8038,2.0749,108.7723,118.812,0.7933,0.4913,0.1536,3.289,0.3437,0.0422,0.1665,0.4223,4.2402,4.1459,0.6551,25.4996,70634.3425,3406.4734,1082.8662,87.3221,0.0004031445469159128,0.06176229973486895,0.0023466676093678567
671_677,Face2Face,fake,314.0,62.0,62.0,1.0,84.8656,1.0723,82.7288,86.9094,1.1421,0.4772,0.3084,2.7732,0.3364,0.0411,0.1993,0.3855,10.4752,7.6072,2.1421,42.9169,48200.9832,1036.7757,1089.7411,37.2488,0.00017470313618634766,0.08062758296470089,0.002810332326937254
672_720,Face2Face,fake,564.0,100.0,100.0,1.0,46.1165,0.2126,45.6119,46.5542,0.227,0.1307,0.0655,0.6508,0.3208,0.0638,0.1441,0.4297,5.0763,4.0676,0.8838,18.9222,43579.1572,213.543,1161.7669,31.489,0.000108819945103004,0.13391849361842253,0.004287773149498527
677_671,Face2Face,fake,343.0,68.0,68.0,1.0,99.2373,0.7161,97.2453,100.9848,0.8008,0.4915,0.1695,3.7054,0.2978,0.0533,0.1484,0.4024,9.9284,7.4772,1.2213,40.44,67497.8034,391.4934,862.524,42.8764,0.00010869321970758508,0.11994957755513784,0.004184862163623257
679_665,Face2Face,fake,324.0,64.0,62.0,0.9688,121.1346,4.344,114.9324,128.74,0.817,0.9674,0.0952,5.1949,0.3437,0.0283,0.2539,0.4022,5.4287,3.7828,1.0308,16.713,68381.9065,1515.9492,1269.8838,46.0966,0.0002152492658501498,0.20859484239724405,0.006327754613850157
683_607,Face2Face,fake,454.0,90.0,90.0,1.0,168.6057,1.9331,164.0844,171.8529,0.8472,0.3266,0.3334,1.9549,0.3215,0.0828,0.1221,0.4123,18.6866,10.9729,3.7882,61.2064,79671.4968,1999.1339,1048.9597,52.5865,0.00027977255856826365,0.34925119637343016,0.002378556286534203
687_615,Face2Face,fake,452.0,90.0,90.0,1.0,112.0144,1.2378,108.1588,116.2289,0.3434,0.2161,0.1582,1.4115,0.3335,0.0289,0.2601,0.3955,3.1876,2.3775,0.5244,12.5733,66671.3757,1684.3752,1617.3763,99.9679,0.00015100932422526864,0.10066803319104978,0.004892203774195253
688_645,Face2Face,fake,554.0,100.0,100.0,1.0,69.2164,1.9821,64.8124,74.6096,0.8123,0.3765,0.1854,1.8367,0.23,0.1051,0.0568,0.3912,10.767,6.3815,2.0104,40.9789,47529.8166,2238.8647,912.4681,48.9961,0.00044854885247136526,0.04683847440296938,0.0034260662430219777
706_479,Face2Face,fake,488.0,97.0,97.0,1.0,115.7537,1.1179,112.2424,117.664,1.3698,0.6417,0.2659,4.2116,0.3561,0.0888,0.135,0.467,20.7349,14.344,4.6157,64.6178,51924.662,1356.5376,1286.6245,49.8751,0.0001728419423983074,0.13727915785215244,0.0024360530970547
712_716,Face2Face,fake,628.0,100.0,100.0,1.0,77.4714,1.4674,67.6088,79.2589,0.6294,0.6866,0.1221,4.8862,0.3311,0.0301,0.2209,0.4017,4.4305,3.3657,0.3945,20.5398,59210.053,1875.2501,1366.6719,66.1487,0.00023168700454955947,0.2560559431809022,0.0038035058598426064
716_712,Face2Face,fake,550.0,100.0,100.0,1.0,102.1107,0.3549,101.4065,103.5057,1.258,0.5003,0.6351,3.5837,0.2768,0.0348,0.1728,0.3327,3.9143,3.1552,0.6947,14.9354,55076.0702,247.6769,1625.995,41.436,0.00010330966507780718,0.12326590890411337,0.003030927385920143
719_737,Face2Face,fake,369.0,73.0,73.0,1.0,135.151,4.0528,128.0645,138.7042,0.3338,0.2865,0.0478,1.6076,0.3319,0.0323,0.2296,0.3868,2.8037,2.2851,0.6578,11.7366,66991.0246,2000.4827,1260.585,101.8023,7.647522625661795e-05,0.07880743778221586,0.005130905159869757
720_672,Face2Face,fake,541.0,100.0,100.0,1.0,124.9016,1.1817,121.4356,127.4123,1.0031,0.5829,0.2727,2.6699,0.3259,0.0454,0.1974,0.3832,7.6857,6.2038,0.9218,34.5391,80578.9956,1550.7089,1331.4863,43.2418,0.00017887467497720348,0.17940072641084925,0.003069778980782575
737_719,Face2Face,fake,402.0,80.0,80.0,1.0,67.4077,2.7585,62.7142,73.4136,1.0336,0.5896,0.2381,3.5032,0.2999,0.0273,0.1891,0.3538,3.4898,2.3855,0.4032,11.1214,44236.2304,964.4982,1009.7085,93.8889,0.0001354058972414871,0.09667444727067577,0.009593814336363155
760_611,Face2Face,fake,645.0,100.0,100.0,1.0,99.0232,1.9053,95.3449,101.9051,1.1958,0.4437,0.3147,2.4199,0.2898,0.0254,0.1966,0.3538,6.217,4.3911,0.6906,19.3073,49003.1993,1384.229,1805.0244,41.5004,0.00021281991843819165,0.0670155604601055,0.00486073170324609
771_849,Face2Face,fake,322.0,64.0,64.0,1.0,127.2196,5.2266,120.3562,133.4599,0.3334,0.3281,0.0327,2.3598,0.3486,0.0353,0.2822,0.4132,2.7731,2.0474,0.6906,8.0688,87118.5153,2328.4606,1490.7794,60.6058,7.65171460258658e-05,0.08902194093985494,0.004746261106726029
779_794,Face2Face,fake,879.0,100.0,100.0,1.0,105.5754,0.7915,104.4912,106.8921,0.254,0.1278,0.0647,0.6401,0.2826,0.0221,0.2224,0.3399,4.618,3.803,0.9376,24.8945,67205.5618,639.3213,1900.4313,45.2042,6.202060551799574e-05,0.023107826869197823,0.004002336311204473
786_819,Face2Face,fake,927.0,100.0,100.0,1.0,82.6406,2.6131,75.2938,88.9059,2.1027,0.8507,0.5902,4.0507,0.3479,0.0282,0.2606,0.4013,21.9457,15.0038,2.7024,68.8684,50844.0198,1225.1115,751.0013,75.9871,8.485917085828682e-05,0.07010439703246994,0.005679672234564553
794_779,Face2Face,fake,306.0,61.0,61.0,1.0,109.0623,17.6735,91.8187,140.7555,1.237,1.0958,0.3426,7.2951,0.3052,0.0534,0.1619,0.3876,5.1172,3.4915,1.1496,19.5887,64374.4159,4887.2057,2096.2231,246.593,0.00016674234708809586,0.12239172236706082,0.005060152280441488
811_920,Face2Face,fake,371.0,74.0,74.0,1.0,84.2571,4.199,79.5583,90.7832,0.6157,0.7096,0.0639,4.8918,0.2491,0.0316,0.1774,0.3259,6.8041,6.3746,1.02,31.0572,54900.8851,3171.3198,1696.5367,54.0405,0.00010087605336597458,0.3030378181360859,0.002302909261011744
816_649,Face2Face,fake,930.0,100.0,100.0,1.0,125.0817,1.3949,119.8677,127.3353,1.066,0.8421,0.2246,4.0743,0.3379,0.052,0.1477,0.4077,6.2674,4.0683,0.9903,28.2769,51024.1252,714.5653,375.3207,49.5987,9.368658334553728e-05,0.07240798910325186,0.0048489654577400865
817_827,Face2Face,fake,311.0,62.0,62.0,1.0,102.1483,0.4865,101.2562,103.9633,0.5737,0.2762,0.0652,1.5795,0.2245,0.0526,0.1054,0.3082,6.639,5.1383,0.6759,19.8428,62897.1542,662.5117,1490.2158,35.009,0.00010966710470493772,0.11995688559154896,0.005182767055119024
819_786,Face2Face,fake,520.0,100.0,100.0,1.0,128.373,0.2202,127.9466,128.8882,0.4387,0.2024,0.0963,1.1094,0.2864,0.038,0.1901,0.3303,6.189,3.1972,1.3694,16.435,71812.3932,177.9156,992.8099,25.419,8.561763856929209e-05,0.04201220253985369,0.00493159398835729
827_817,Face2Face,fake,419.0,83.0,83.0,1.0,100.6934,1.9435,95.4115,103.5184,1.0923,0.7281,0.5698,4.9254,0.4707,0.0417,0.3358,0.5374,1.7608,1.4663,0.3088,6.1272,81879.6887,1113.7389,1759.8358,75.9263,0.00024239424326142692,0.09101717560123206,0.004298082635277455
828_830,Face2Face,fake,511.0,100.0,100.0,1.0,77.9531,0.3642,76.9421,78.6338,0.6295,0.5143,0.0559,2.1108,0.282,0.0258,0.1961,0.3399,2.9574,2.4183,0.5989,14.0948,40908.8398,340.3711,1435.3024,60.0297,9.14938473824982e-05,0.036194515718998864,0.0031328797421403686
830_828,Face2Face,fake,319.0,63.0,63.0,1.0,77.2865,1.5903,74.8998,79.5323,0.4562,0.2599,0.1137,1.2736,0.3373,0.0394,0.2053,0.3982,2.8598,2.6614,0.5756,12.6383,49384.1664,602.9184,1878.5662,28.9212,0.0001003599964764542,0.025242774468019213,0.0140977614024209
834_852,Face2Face,fake,427.0,85.0,85.0,1.0,118.8115,2.071,115.6518,126.0328,0.9431,0.6154,0.0599,2.7146,0.2289,0.0171,0.1942,0.2729,2.8252,1.893,0.5972,7.8418,67485.924,1158.1339,1857.1898,69.1993,5.9339645884938187e-05,0.0492056033089335,0.0026817063035778307
835_651,Face2Face,fake,380.0,76.0,76.0,1.0,66.1627,0.3328,65.1105,66.8227,0.6418,0.2317,0.3587,1.3637,0.3203,0.0259,0.2297,0.3599,7.7036,7.3877,1.3013,31.1045,42953.1943,245.045,2009.8879,83.4802,4.499820844364873e-05,0.14843888005363606,0.002101939877643024
849_771,Face2Face,fake,634.0,100.0,100.0,1.0,85.9537,0.2595,85.4071,86.5573,0.9607,0.2598,0.4696,1.7532,0.2437,0.0352,0.1404,0.3058,2.1879,2.2512,0.3124,12.3121,42738.4857,450.5484,2415.7837,80.0808,7.341561876642773e-05,0.04652460538514851,0.005706364605893569
852_834,Face2Face,fake,303.0,60.0,60.0,1.0,153.4775,0.286,152.8463,154.1487,0.147,0.1162,0.0306,0.579,0.2155,0.0693,0.0732,0.3146,2.7991,2.1995,0.605,8.7834,78828.9688,103.0929,1586.4897,21.1411,0.00019400542837429938,0.0833904120416251,0.002944993679080016
853_863,Face2Face,fake,513.0,100.0,100.0,1.0,116.1378,1.0572,113.9451,118.5239,0.6872,0.3627,0.1107,1.9945,0.2815,0.0668,0.1169,0.3833,8.8517,6.1406,1.2069,28.9524,62491.6749,1078.635,1475.5948,48.4791,0.0002997692449460585,0.29511520009958137,0.003602234818985507
863_853,Face2Face,fake,616.0,100.0,100.0,1.0,177.2058,4.5294,157.7451,181.5891,0.913,0.6757,0.1897,3.2645,0.2902,0.0478,0.1397,0.3487,6.4084,4.3946,1.3566,24.9415,86663.5079,1428.6403,787.6904,62.6046,0.00015160032545156863,0.06602164717597041,0.005402896307242109
866_878,Face2Face,fake,736.0,100.0,100.0,1.0,42.1778,0.5037,41.396,43.5373,0.6148,0.3452,0.1009,1.6367,0.2449,0.0431,0.1448,0.3798,13.2854,10.3035,1.5874,49.4521,29127.1213,896.3875,956.1905,45.5451,0.00016321877534093416,0.24622318170916985,0.0037224632614716057
876_891,Face2Face,fake,296.0,59.0,59.0,1.0,95.1406,0.0454,95.0607,95.2358,0.1015,0.0825,0.0243,0.5467,0.2312,0.0223,0.1596,0.2698,2.4274,1.2742,0.6369,6.9906,60481.9064,64.658,1938.4701,28.3743,6.338172622499288e-05,0.1096000144367365,0.004003312103109221
878_866,Face2Face,fake,509.0,100.0,100.0,1.0,116.1323,1.2894,114.8359,118.6982,0.4896,0.371,0.0734,1.8177,0.3125,0.0546,0.1425,0.43,6.3904,5.0766,1.2075,34.1366,51154.4973,565.7272,894.1179,168.9049,9.547919561854182e-05,0.25819936279540223,0.0023650545800311873
882_952,Face2Face,fake,700.0,100.0,100.0,1.0,183.4738,1.5432,179.7687,185.7659,1.3102,0.4901,0.1519,3.0736,0.3249,0.0357,0.1967,0.3786,12.0378,13.9987,1.8797,93.2254,81213.5091,1419.5208,1423.8,64.4922,0.00012335052166266642,0.1232560599615214,0.0022985981604405135
891_876,Face2Face,fake,313.0,62.0,62.0,1.0,62.6158,0.9431,60.9816,64.6575,0.9321,0.324,0.3061,1.6763,0.2297,0.0497,0.1222,0.3392,15.1109,12.9231,1.1978,68.8988,42689.8175,780.6449,1457.969,90.0625,0.00016809003554202925,0.21881185188840607,0.0071036141378833855
892_112,Face2Face,fake,418.0,83.0,83.0,1.0,104.0751,0.9139,102.5239,106.6275,0.8489,0.2973,0.3523,1.8093,0.3254,0.1007,0.1039,0.4537,18.1432,9.8537,3.2716,54.4796,58389.5146,702.5497,1400.5207,50.0381,0.00013765381923778073,0.11657009492589077,0.005305982002860639
896_128,Face2Face,fake,735.0,100.0,100.0,1.0,111.3418,0.2271,110.6792,111.7926,0.247,0.7566,0.0105,7.5356,0.2759,0.0337,0.1918,0.3636,2.1069,1.6587,0.2181,7.3981,78953.6701,217.7393,1261.6966,39.7199,0.00011530444633277245,0.06106109141536499,0.0035415530198001626
897_969,Face2Face,fake,356.0,71.0,71.0,1.0,90.196,0.59,88.3881,91.3109,0.5432,0.3387,0.0668,1.5496,0.3727,0.0356,0.2852,0.4782,3.9231,3.3479,0.501,16.4689,51389.2557,497.4729,1752.5821,48.3042,0.00013950615250865248,0.11573546243350052,0.00550686829013389
904_046,Face2Face,fake,504.0,100.0,100.0,1.0,53.0672,2.6508,47.3646,58.4785,1.0875,0.3238,0.3663,2.0251,0.284,0.0384,0.1431,0.345,8.4093,5.4562,2.3783,26.576,59606.123,3072.707,1039.9291,94.5247,0.00012746395743450141,0.0496180864025637,0.006879178560846832
917_924,Face2Face,fake,1248.0,100.0,100.0,1.0,103.9894,7.4238,93.8933,115.3519,1.9971,0.7746,0.3018,4.2537,0.3805,0.0407,0.2464,0.453,5.7183,3.2392,1.171,13.9026,54393.1602,3328.0034,699.3125,44.6441,9.639021895047126e-05,0.05831438791332542,0.006480134770934842
919_015,Face2Face,fake,437.0,87.0,87.0,1.0,28.0911,0.9145,26.5187,30.164,0.5606,0.3638,0.0584,1.9609,0.2888,0.0247,0.2189,0.3454,3.6379,2.4762,0.4569,13.7703,28979.206,972.7034,915.522,63.1784,0.000194868098810101,0.07645655830194674,0.004525067957736452
920_811,Face2Face,fake,542.0,100.0,100.0,1.0,110.2309,3.9872,79.7674,113.1437,0.753,0.4656,0.0757,2.6023,0.3109,0.033,0.1777,0.3653,11.2375,7.336,1.3487,39.6396,64518.3822,3224.0386,1534.1007,211.2603,0.0001356498025362633,0.10096345527362785,0.0027935604630488237
924_917,Face2Face,fake,448.0,89.0,89.0,1.0,89.1754,0.3895,87.6425,89.8778,0.4748,0.332,0.1286,2.3606,0.3509,0.031,0.2084,0.3979,2.4272,1.3278,0.6517,7.5296,58880.8122,425.2577,1328.3929,32.7729,4.8819854475120585e-05,0.09213999661251998,0.007028576376980126
938_987,Face2Face,fake,575.0,100.0,100.0,1.0,71.7788,0.9781,70.2824,74.5465,0.7468,0.5062,0.0376,4.5696,0.2893,0.0318,0.1868,0.3569,1.9603,0.974,0.5868,5.1864,40111.7253,890.6579,2014.01,102.9831,2.2776827463454313e-05,0.13700437587358447,0.002830725120049261
942_943,Face2Face,fake,470.0,94.0,94.0,1.0,109.2029,1.6587,101.0181,113.4421,0.5661,0.3605,0.1471,2.2214,0.2869,0.026,0.1457,0.3445,4.7067,3.5841,1.2528,16.3878,57373.4296,1253.4491,1138.8111,103.2642,3.3530233112561175e-05,0.23604789055801706,0.003802646286127891
943_942,Face2Face,fake,495.0,99.0,99.0,1.0,108.1949,0.4689,107.5247,110.2466,0.3722,0.2789,0.0272,1.3353,0.2289,0.035,0.1615,0.3227,8.7956,7.2223,1.1095,31.2376,59605.3727,342.7021,843.2221,57.4397,0.00027155978397871164,0.22373814444462678,0.0037681357703380786
